training_data/lang/lang_1/pot_of_water.md	Category error: a pot of water is a container, not a liquid.
training_data/lang/lang_1/preceding.md	Preceding is not a sequence; it is a relation of order, not a set.
training_data/lang/lang_1/preference.md	Preference is more of a tendency than a feeling; using 'feeling' may be misleading.
training_data/lang/lang_1/preferring.md	Preferring is not a decision; it is a state or inclination.
training_data/lang/lang_1/preserf.md	The word 'preserf' is not a known English word; likely a typo or placeholder, causing a category error.
training_data/lang/lang_1/priority.md	A priority is not necessarily a goal; priority refers to relative importance, not a target.
training_data/lang/lang_1/probable.md	A probable answer is not necessarily a response; 'probable' describes likelihood, not a type of answer.
training_data/lang/lang_1/proceeding.md	Chinese and Japanese definitions equate 'procedure' with 'action', which is a category error; a procedure is a sequence of actions, not a single action.
training_data/lang/lang_1/punch.md	Chinese translation uses '拳头' (fist) instead of '拳击' (punch), mismatching the concept of a hit.
training_data/lang/lang_1/punctuation.md	Punctuation is not a writing system; it is a set of marks within a writing system.
training_data/lang/lang_1/quick.md	Defines 'quick rabbit' instead of the adjective 'quick'.
training_data/lang/lang_1/quiet.md	Defines 'quiet room' instead of the adjective 'quiet'.
training_data/lang/lang_1/rail.md	German and Japanese definitions equate rail to a rod/stick, which is a category mismatch; rail is typically a flat bar or track, not a cylindrical rod.
training_data/lang/lang_1/reaction.md	Chinese line equates reaction to result, not response.
training_data/lang/lang_1/receiving_3.md	The word 'receiving 3' is an unusual variant; the content is generic and does not clarify what '3' refers to, causing semantic confusion.
training_data/lang/lang_1/receiving_4.md	The word 'receiving 4' is an unusual variant; the content is generic and does not clarify what '4' refers to, causing semantic confusion.
training_data/lang/lang_1/record_3.md	Category error: 'record 3' is described as a number, but a record is typically a document or data entry, not a number.
training_data/lang/lang_1/regardless.md	Category error: 'regardless' is not an adjective for 'decision'; translations indicate different concept (indifferent/careless).
training_data/lang/lang_1/repeated.md	A repeated word is not a phrase; category error.
training_data/lang/lang_1/replacing_3.md	Word 'replacing 3' is not a standard concept; sentence is too specific.
training_data/lang/lang_1/replacing_4.md	Word 'replacing 4' is not a standard concept; sentence is too specific.
training_data/lang/lang_1/return.md	Japanese line '戻ることは後退だ' equates 'return' with 'retreat/backward movement', which is a semantic mismatch for the general concept of return.
training_data/lang/lang_1/rich.md	The English sentence 'A rich fabric is a textile' is a category error: 'rich' is an adjective, not a noun, and the definition does not match the target concept 'rich' (wealthy/abundant).
training_data/lang/lang_1/ripe.md	A ripe apple is a fruit is a category error; ripe is a state, not a type of fruit.
training_data/lang/lang_1/runway.md	A runway is not a road; it is a strip for aircraft takeoff and landing.
training_data/lang/lang_1/safe.md	Definition refers to 'safe house' not 'safe'.
training_data/lang/lang_1/scent.md	Chinese translation defines scent as a type of taste (味道) rather than smell, which is a category error.
training_data/lang/lang_1/scrambled.md	Word is an adjective but content defines 'scrambled eggs' as a noun (food).
training_data/lang/lang_1/scratchy.md	A scratchy sweater is not clothing; it is a property of clothing.
training_data/lang/lang_1/seasick.md	Sentence defines passenger as traveler, not the concept 'seasick'.
training_data/lang/lang_1/setting.md	German 'Einstellung' means setting (configuration) not location; Japanese '設定' and Chinese '设置' also mean setting, not location. Definition 'location' mismatches translations.
training_data/lang/lang_1/short.md	A short pencil is a tool is a category error; short is an adjective, not a noun, and the definition does not define 'short'.
training_data/lang/lang_1/shut.md	The English line defines 'a shut door' as an object, which is a category error: a shut door is a door, not a generic object; the definition does not match the word 'shut'.
training_data/lang/lang_1/sneak.md	Definition 'A sneak is a person' is a category error; a sneak is a type of action or behavior, not a person.
training_data/lang/lang_1/sneaky.md	Definition 'A sneaky person is a person' is tautological and does not define the adjective 'sneaky'.
training_data/lang/lang_1/snowman.md	Japanese and Chinese lines say 'snowman is a doll/human figure', but a snowman is typically a figure made of snow, not a doll.
training_data/lang/lang_1/soaring.md	German translation 'Gleiten' means 'gliding', not 'soaring'; concept mismatch.
training_data/lang/lang_1/solve.md	Definition is circular: 'Solving is a problem-solving process' uses the same root word.
training_data/lang/lang_1/sophisticated.md	Definition reduces 'sophisticated tool' to 'instrument', losing the meaning of sophistication.
training_data/lang/lang_1/sore.md	A sore muscle is not a body part; it is a condition of a body part.
training_data/lang/lang_1/sorry.md	Defines a phrase 'sorry state' rather than the word 'sorry' itself.
training_data/lang/lang_1/sour.md	Defines a phrase 'sour lemon' rather than the word 'sour'.
training_data/lang/lang_1/startle.md	German translation 'Erschrecken ist Überraschen' equates frightening with surprising, which is a mismatch for 'startle'.
training_data/lang/lang_1/steep.md	A steep hill is a landform is a category error; steep describes a slope, not a landform type.
training_data/lang/lang_1/sticky.md	Definition is about sticky note, not the adjective sticky itself; concept mismatch.
